tweet,anotasi1,anotasi2,anotasi_final
"pdhl gue udh nahan nangis, bingung tetiba lu nanya lagi dirumah apa ngga. dateng2 kaya jurig bawa eskrim trus balik lagi. SIAPA YG GK MAU NANGISSS DISAMPERIN BUAT DITENANGIN GITU???",not hate,not hate,not hate
"USER USER USER heh koplok..., gw nanya sma loe.
arab itu sebuah negara atau agama ?",hate,hate,hate
Asik banget malam ini. Gorengan nya anget brok! Gelo,not hate,not hate,not hate
"USER USER USER Biarin aja bang, dia emang kanjut orangnya",hate,hate,hate
aing sm si ezi bener bener jadi ketawa besar,not hate,not hate,not hate
"USER Mana barusan bgt di IG lihat kasus anaknya bunuh ibunya gara2 depresi cenah mh. Tp gk tau juga, gue gk nnton lebih kanjut krna udh gak waras bgt berita makin kesini.",not hate,not hate,not hate
“Apa cuma gw yang…..” “Ikut malu meski gak monton” BEUNGEUT SIA HURUNG ✨,not hate,hate,hate
USER Emang anjink sakelas marake celana penjepit kanjut,not hate,not hate,not hate
USER Yg lebih badag chicken runtah only 10k wareug merenyoy (ciaul punya)🫵🏾,not hate,not hate,not hate
"Excuse me anjing, lu yang harus enyah dari dunia ini, babi koplok laknat semua lu anjing.",hate,hate,hate
USER Seperti nya mas nya sudah tertekan akibat jejak petualang jurig yang setiap hari mengganggu. 😭😭,not hate,not hate,not hate
☆. Anzu sekali jadi Nendo koplok banget gw gakuat,not hate,not hate,not hate
"nu nyieun pikasebeleun teh si bapa eta jeung bapa hijina beda persepsi wae anying, terus ceuk si bapa eta sok weh entar debat sama bapa, perkara daftar pustaka anyingg😭😭",not hate,not hate,not hate
Pada akhirnya tanggal 8 Mei dapet balesan bahwa harus mengirimkan SS/tangkapan layar mengenai error pada saat test berlangsung (lu kok koplok banget tes udah lama baru dibales),not hate,not hate,not hate
ini moots gue yg ejan kok agak ngeselin ya kehed,not hate,not hate,not hate
USER Bersikap antusias saat sedang berhadapan dengan orang² pikasebeleun padahal dalam hati meneriakan kata² tidak sopan,not hate,not hate,not hate
"USER Mjb ya, tapi dimata aing dia masih bayiii🥺❤️",not hate,hate,not hate
"adit gelo hobi bgt makan jam 10 malem uda dibilangin tetep ga denger, bikin marah",not hate,not hate,not hate
USER dibawa jurig semalem kata aku mah,not hate,not hate,not hate
ANJG MNET ANJG SIA KAYAK ULER BAGONG. KOPLOK AING SEBULAN AMPE MINJEM HP EMAK GW TUH BUAT VOTE MEREKA. PLISS LU JANGAN JAHANAM TEUING ANJG. BISA2NYA LU KE ANAK GW DIGINIIN. AING KAGAK TERIMA. INI LU NGITUNG KYK GIMNA SIH?! KGK BISA MTK LU? SUMPAH KLO GW DEKET MAH MAU TAMPOL MANEH,hate,hate,hate
Anjing hobi bgt kayanya aing kesasar pas naik angkot,not hate,not hate,not hate
Enak bnget yg bisa nonton jongdae plus dteng me lay ge di fm 😭😭 beruntung bnget kalean penutup taunnya happy bnget 😭😭😭 Aing meratapi nasib aja :'),not hate,not hate,not hate
jurig yang tipe2 ngabers itu mah. kalo kerja di rs emang riskan karena pasti bakal ada pengalaman yang kaya gitu,not hate,not hate,not hate
rj mungkin masih bisa sabar tapi tidak dengan aku lah dasar monyet kau ssg babi silit pantek mwemeg kwontol kehed itil ku tebalikan muka busuk kau itu macam pantat monyet kau bah,hate,hate,hate
Apa ga diketawain jurig pohon jati dibelakang~,not hate,not hate,not hate
"USER NGAPAIN BIKIN KULIT, BELI AJA KOPLOK LU DEMEN BGT NYUSAHIN DIRI😭👊🏻",not hate,not hate,not hate
"USER anying sia teh mau merem gajadi"";0;1;0;0;in;1470957254773915652;1730260546170286087;sncetty;https://twitter.com/sncetty/status/1730287132235932057 Thu Nov 30 18:05:47 +0000 2023;1730287021476991289;Anying, kaget dikit krn Ejak bikin au. Ga nyangka""",not hate,not hate,not hate
USER Dasar Blegug sia Mane.. dia yg ngutang rakyat yg suruh bayarin .,not hate,hate,hate
USER pas ugal ugalan dalam hatinya “anjir aing keren” HENTEUU SIA RUNTAH. Nyilakakeun batur blog.,hate,hate,hate
"php bgt lu kanjut kmrn bilang mau nginep rumah gua, tetiba skrg dah dihotel",not hate,hate,hate
"USER Anggur mah istighfar sia teh, maksiat di umbar umbar kitu, zinah di umbar umbar sebagai hal yang lumrah,
Emang bener ceuk keterangan nabi ge, akhir zaman mh maksiat di sisi jalan ge geus hal yang lumrah, 
Istighfar kehed, lain keren kitu teh",not hate,not hate,not hate
"Nungguin orang pulang kerja sampai belum makan laper ngantuk capek jadi satu wkwkkwkw
Dasar jurig",not hate,not hate,not hate
"Jadi inget mereka kaga terima gua katain jurig gr2 mereka blng skijeu mistreating bias mrk mulu segala macem lah, TAPI EMNG KELAKUAN LU PADA KEK JURIGGG BNGSUT INI MAH JURIG ASLI JUGA BINGUNG LIATNYA😭☝🏻",hate,hate,hate
Potong kanjut na jelema kieumah goblog dasar amit amit,hate,hate,hate
Jurig mana yg dijailin kek gini bjirr🤣🤣🤣,not hate,not hate,not hate
"malem malem bukannya tidur malah inget ""pacar saya sukanya sexy nerd"" sambil bawain wanna be yours, strawberries and cigarettes after having sex dan inget first kiss digunung scene, patah hati nyanyi lagu nyala sampe nangis nangis. dasar krucils mapala mabok cinta yang belegug https://t.co/HTW1OQHAiv",not hate,not hate,not hate
rahang gw sakit berarti sebong dh di titik lucu bgt koplok,not hate,not hate,not hate
perasaan tadi gua mau tidur kenapa malah jadi nonton jurig dah,not hate,not hate,not hate
"Seo pengendara motor dpt salam olahraga dari pekerja cor jalan Karena dia melintasi jln yg baru dicor. Hidup lagi capek2nya, eh Lu nyelonong 🤣🤣 Boloho sia ... TKP Bekasi - Sc. tertera https://t.co/S0mTsmObNy",not hate,not hate,not hate
USER Sumpah ovp nih tiket nangis guee 😭 makin lama kena bisa 10jt gelo,not hate,not hate,not hate
USER nder kenapa ada kanjut ya? 😭😭,not hate,not hate,not hate
gue udah nangis nangis nyari balik ke sekolah ke fotokopyan tanya ke kantin sekolah ke satpam kemana mana ternyata tu dompet di bawah kolong meja belajar kanjut https://t.co/wbqlDQUZ5V,not hate,not hate,not hate
"butuh mah ka aing sih kehed, njing ga mood bener paling kesel gw sama orang yg suka bohong klo lagi deket gini, mikir koplok untung masih pdkt bukan pacaran, dah dah dah cut off",hate,hate,hate
USER kak jurig sedih kah kalo jeo menghilang? 🥺👉🏻👈🏻,not hate,not hate,not hate
USER Sumpah aing degdegan takut kemasukin ke dalem bagasi,not hate,not hate,not hate
Ini tipe jurig yg plg serem. Yg klo kita berdoa dia lbh apal sm surat yg kita baca dn tajwidnya jg lbh bener,not hate,not hate,not hate
"USER USER kan itu esensinya Tolol,, biar terganggu, biar tdk nyaman, biar tdk ada lagi yg makan  disitu...hadeuh DASAR BELEGUG samah",hate,hate,hate
"pengen cepet2 Desember, aing udah muak sama November banyak banget masalah sama pacar di bulan November.",not hate,not hate,not hate
"USER USER eh goblog USER , lu ke papua. jangan banyak bacot. Dasar belegug bin tolol. penghianat kau. bela KKB kau? Nama sunda, otak yahudi.",hate,hate,hate
pr nya ada di rd karna 'show more' hmmm time to qrt qrt tp danusan gue gmn koplok https://t.co/iaCZAh16lM,not hate,not hate,not hate
USER Ooo gituu belagak jadi jurig ya?,not hate,not hate,not hate
USER Kamu emang jurig kan kak 🤔,not hate,hate,not hate
gw mau nonton piramit gem pls wifi kanjut,not hate,not hate,not hate
MINIMAL MAKASIH itu gue udh bantuin dari start ampe ujung pdhl lu bisa nyari tutorialnya di gugel anying sia kehed,hate,hate,hate
"USER lgsg aing block. gamau baca smua ocehan akgae, akgae cuma bikin ngerendahin bias karena keminderan mereka yg slalu cap hyunjin sipaling tersakiti/terpojok",not hate,not hate,not hate
"Hari ini orang2 sekitar aing ternyata sama juga, bawaanya kek lemess, ngantuk, capek, gaenak banget pokonya.",not hate,not hate,not hate
USER Wadullkk lebok kusia tu survai2 bayaran Yg menntukn itu rakyat dn takdir tuhn Prabowo dh di takdirkn sllu kalah ini kenyataan hhaaa Slemat menikmti ke kalhn beeikut y Aminnn,hate,hate,hate
"USER USER USER Cakep gini dibilang jurig, tapi nanti malem mau cosplay jurig",not hate,not hate,not hate
AWAS AJA SEASON 3 KALAU SCREEN TIME SONGKANG SM DOHYUN DIKIT BANGET AING BAKAR ANJG GEDUNG DRAGON,not hate,hate,hate
"USER LGBT itu sdh jelas ok, smg cerdas yg lihat itu, bsk2 pasti dirubah tp rekam jejak gak hilang bro, ada yg mantan tukang ciduk dan mantan tukang martabak, jgn disamakan dgn sutan syahrir ya dia genius kl ini boloho",not hate,hate,hate
"g + s: *jalan otw ke rumah, dari kejauhan keliatan mas2 pake baju putih + tutup kepala*

gw, keceplosan: sianjir ada si kehed!!!

alhasil si sapi hari ini kosakata bahasa sundanya jadi nambah 😭",not hate,not hate,not hate
itu di keyboard udah ada i aku gue ya bangsat tinggal oebcet kirim aja koplok wjdbdjnsnsjjsjsjsnjjjsnsnjsjsjdj,not hate,not hate,not hate
"USER Cabul mah cabul weh koplok wkwk, lu bilang becanda emang pantes yg gitu di becandain wkwkwk",hate,hate,hate
Terlalu koplok gabisa” kesabaranku setipis tisu skipp,not hate,not hate,not hate
USER USER USER USER USER Loe yg harus pinter KLO gw lebih percaya apa yg di utarakan Mentri keuangan bukan dari loe...loe ini siapa...?koplok loe meng angkasa🤣,hate,hate,hate
Menurut kalian kejadian banting pintu itu real gara-gara jurig apa engga ni🤔 coba kasih pendapat kalian dong gengs👇🏻komen yaa.,not hate,not hate,not hate
"Akhir tahun gini banyak yg sale, tapi knp kudu mesti pas susu aing abiss anj😩",not hate,not hate,not hate
"USER Sama aja kehed dua"" nya menjual harga diri bangsa terus lu jilatin tai nya",hate,hate,hate
ini ugm_fess beneran gaada rencana kah buat jurig malam menyusuri spot² berikut? 🥲,not hate,not hate,not hate
"bangsat, lu ngeselin anjing protes mulu hidup lu tai. trs lu mau kapan latihan? hari kamis pas pulsek? mau lu anjing panas panasan trs puasa latihan gt? ntar raimu protes lgi ""ih kan hari ini panas banget, mna puasa lg"" alay kontol, udah tau dikejar deadline, koplok",hate,hate,hate
"anjing udah swap buat dapet $BWB hp malah ke maling recovery code walletnya kaga dicatet fisik + gak ke sinkron di S note hp gw skr
kanjut ampe JP gw sakit hati anjing",not hate,not hate,not hate
Blaming enha for X1 disbandment is such a foolish move... i hate that anak gue dibawa2 ke masalah agensi begini GARA2 MIN HEEJIN KOPLOK👊👊👊,hate,hate,hate
USER Saya siap cosplay menjadi Jurig lagi,not hate,not hate,not hate
👸 : yaudah sok sini jemput 🤴 : okee bentar lagi otw 20menit kemudian 👸 : kosan aku gerbang depan udh di kunci 🤴 : dalem hati (aisia lain ngomong kehed) yaudah atuh gapapa pulang lagi aja 👸 : maaf ya aku jadi gaenak 🤴 : Iyah gapapa santai aja (padahal mah ajig gendok),not hate,not hate,not hate
Yh hidup gw kurang lebih sgt amat kanjut tp selama gw masi hidup kyknya bisa (bisa kejang kejang) https://t.co/u0Ae5Uvp4Z,not hate,not hate,not hate
"saumur-umur karek dikira siregar, emang jiga batak kitu bengeut aing? https://t.co/4cfCXoAwKI",not hate,not hate,not hate
"Kalo ujan tu jadi inget disana, emang hujan bisa menghambat si jurig tp kasian yg dipengungsian, dingin dan airnyaa banjir ke tenda",not hate,not hate,not hate
USER Plg sedih tuh karena dirimoe pun kga tau kalo jdi jurig yak :'),not hate,not hate,not hate
"USER USER USER IYA ANYINGG, kaya few tweets yg suka aing baca 😭😭😭",not hate,not hate,not hate
"nangis anjir gakan jastip dah aing, war sendiri aja udh mahal ditambah jastip yg feenya up 500 abis dah duit aing 😩",not hate,not hate,not hate
USER jurig nya masuk ke dalam mata gmn,not hate,not hate,not hate
dls singkatan apa guys? Bingung bgt aing,not hate,not hate,not hate
"USER apakah itu jadi sebab kebanyakan yg dilihat jin jin jurig ya kakk, ponakanku waktu smp pernah kesurupan masal eh beberapa minggu lalu lihat jurig disamping rumah. diajak rukiyah sama nutup gituan 😅",not hate,not hate,not hate
Ada yg jauh lebih penting yg harus dibeli malah duluin beli biji kopi tuh kek mana ya cok 🙂 Agak nyesel aing ngajak doski,not hate,not hate,not hate
"ih aku boloho banget, baru tau kalo moisturizer tuh harusnya dipake di muka basah 😭 — Bukannya lembab ya? https://t.co/z2h0tXVumW",not hate,not hate,not hate
USER Ngapaen jam 2 malem keluar dh kaya nyari jurig,not hate,not hate,not hate
"USER jgn ngelakuin yg kaya aing dh ajg konsekuensi nya gede ujung ujung nya gue yg dianggep bitch dan jadi cewe gila, tolol kaga ngaca kontol",hate,hate,hate
Kalo lu anggap omongannya cuma bullshit kenapa mau balikan koplok 😂,not hate,hate,hate
"USER Ekstrim tuh, aing pernah ngerasain dan abis itu susah naiknya, setelah kurleb 4th ini bisa naik lagi wkwkk",not hate,not hate,not hate
"Gweh Bimlekk😂Psarkas handal menggokil Lucu😱👌😰😨😂Rasa ingin stonk📈📈Raja meme 😂👌😱😱Suhu dari segala suhu meme ayonima Awikwok gweh bimlek banhhh😂😂😱😱👌Lu Bimlek lu bi lek, lu bah sukaa🥶🥶🥵Mati cringe 😂 Meme lu Cringe cringee🤓Good question 👈🤠Wm segede kanjut 😰😰",not hate,hate,not hate
"USER Jadinya nonton netflix gue kencengin ternyata lebih serem jingan ahehoh mana ternampak kanjut badag😭walaupun bentar"" nengok ke tmn gue jd ikut egnas tp kek gaboleh anjir tahan"" tai emng kalo tau dia mau ewita ga ikut gua",not hate,not hate,not hate
"USER kl minta tolong dibawain jurig kelamaan, yang ada diketawain dl baru dianter😭😭",not hate,not hate,not hate
"Jelemana boga sungut, ngan pas diajak ngobrol teu ngawaro, cape anjg jiga ngobrol jeung batu",hate,hate,hate
USER Mau kasian tapi diputusin dengan cara begitu bikin mau gila. Dasar jurig. Bukannya ngomong malah kabur,not hate,hate,hate
Ini sektor aing lakban aja kali ya biar gak pada keluar ajg,not hate,hate,not hate
"USER Itu maksudnya dibilas pakai air na, terus meringankan beban tukang sortir sampah biar ga terlalu kotor karena itu darah + biar klo disimpen di tempat sampah rumah ga didatengi jurig karena bau darah wkwkwkw",not hate,not hate,not hate
koplok banget lagi rewatch ep 8 pas banget mau kissing scene malah abang gue lewat😫😫,not hate,not hate,not hate
"LAH MASIH MENDING ALIRAN MENARA KOPLOK PARIS DAN TOKYO

SYUKUR BUKAN GW

BLUE BLACK RED

USER 
USER 
USER https://t.co/fat98fIbHI",not hate,not hate,not hate
USER Ngurus NON-TEKNIS wae teu becus 🤦 dasar belegug,hate,hate,hate
bos bos pada nyebelin anj kehed instruksi ga jelas dan maunya apa jg ga jelas.. lu aja dah sono yg ngadepin (calon) mitra 🥲😪😵‍💫 https://t.co/vg5AYOKtKa,hate,hate,hate
"USER BENTAR. Gua baru baca lg tweet lu kalimat pertama.. Gak Respect"" karena lu curhat ke org lain soal dia? DEHHH KANJUT KUDA, DIA YANG KAGA RESPECT SAMA LU DAN ISTRINYA, ih gws deh sm laki kek bgitu sukses deh cari slingkuhannya anjg terus ketauan sm semua orang""",hate,hate,hate
"Barang-barang warna ijo dan beruang-beruang gitu gak perlu beli di si koplok ST4RBVCKS, di serba 35 juga banyak bjrot. LU KALAU MAU LAUNCHING PRODUK BARU MAH BIKIN AJA ANJIR GAK USAH BAWA-BAWA NAMA ORANG. 

ALL EYES ON RAFAH",not hate,not hate,not hate
"hooh siii kecuali ke orang yang aku syg, suka rada boloho",not hate,not hate,not hate
Lah iya koplok gue ngapain ya keluar dari kamar mandi gak sekalian mandi.,not hate,not hate,not hate
babysitter aing kalo aing lg tantrum https://t.co/zrsEKzfBIj,not hate,not hate,not hate
USER USER Kanjut lu warna apa boss? $param USER,not hate,hate,hate
si koplok anjir pantesan dulu gue gak dibolehin ngefollow akunnya. biar apa sih,not hate,not hate,not hate
"Nganggur 9 bulan, gak ada pengalaman gawe di FnB, usia kolot 27 tahun (yang banyak loker lain tuh maks 25 tahun berpengalaman linier), aing pribadi ketolong pisan, padahal udah hopeless pisan, gak ada chanel orang dalam, cuman punya kadaek dan dilirik sama gacoan",not hate,not hate,not hate
naon sih kanjut alay meeennnn anjay gamon apaan gila lu gua modelan johan libret masa gamon srepet anjay,not hate,hate,hate
USER SUMPAH ITU KALIAN AING REKAM BGT BESOK AING CUT CUT DEH 😭😭,not hate,not hate,not hate
USER Ingpo pesugihan yang jurig nya mau dikasih tumbal jalu ie,not hate,not hate,not hate
GUE GAPAHAM ANJINGG 😭😭 KENAPA W SAMA YG ISLAM AAAAAAAAAAAAAA NELEN LUDAH BGTT AING MAHH LIEUR,not hate,not hate,not hate
Aing tendang sih kalo gini mah,not hate,hate,hate
"Sumpah ngga lagi² makan pedes sembarangan, gila nahan perut yg tiba² ngga enak pas lg tidur nyenyak nyenyaknya jurig pisan",not hate,not hate,not hate
"Baru ngrasain malam di rumah aslii biasanya aing sebelum jam 9 pasti sedang mencari cuan😭😭 ehh libur hari ini berasa lama bgt malem ini, dangdut bgt ahhahah",not hate,not hate,not hate
Minimal mau ngamen teh si bengeut hela atuh euy. Belek ngadagleg sungut bau karbit ai cita2 hayang jd musisi,hate,hate,hate
"cuma genshin doang yang kalo lupa, DIANGUSIN KOPLOK 😭 

korban
- gue 
- JIA USER",not hate,not hate,not hate
USER aing yg pernah beda pulau diem!,not hate,not hate,not hate
"USER ini yang bikin gue kebangun semalem, kanjut emang tuh boti",hate,hate,hate
USER Kanjut ngambil S1 jurusan apa nder,not hate,not hate,not hate
dasar belegug si noel..uda bener putusin aje!!!  uda lah ghea lu mending sama si haikal noh.. 😂,not hate,hate,hate
USER Lawan gue sini 1 lawan 1 anj... Mental keroyokan aja bangga koplok,hate,not hate,hate
"Masih kesel sama buibu yang nanya ""mba ini bajunya udah SNI kan ya? Anak saya gamau kalo ga SNI"" ANAK LU PAKEIN HELM AJA SEKALIAN GAUSAH BELI BAJU BU, SURUH SUNMORY AJA GAUSAH BELI BAJU YAH BU HAHAHA KEHED",hate,hate,hate
"Aduh, udah jadi idol tapi pick me girl nya ga ketolongan 😭🤏🏻 itu kalo modelan cewe indo udah enek bgt gua liatnya pengen aing tojos sia pake garpu",not hate,hate,hate
"USER duh gue nonton ini sampe lupa, udah kanjut blm episode nya kemarin gue nonton 2",not hate,not hate,not hate
"USER Rumah Oma di sebelah kuburan China.. jadi tahu rasanya makan enak tapi gratis 🤣🤣🤣🤣 (padahal udah sekitar 5 kali lihat makhluk astral di situ) tapi 🐷 gulingnya enak, buahnya segar2 jadi aing gak peduli 🤣 🤣 🤣",not hate,not hate,not hate
"USER USER ""KONTOL😝""
""LU KATA GW PEDULI? KAGA YA KANJUT😝""",hate,hate,hate
