tweet,anotasi1,anotasi2,anotasi_final
DIEM GAK LO ANJIR GUE LAGI SAMBAT ADA AJA AKUN SPAM TAEK 😠☝️,hate,not hate,hate
"USER Weh joselu jancok banyak peluang disia sia mulu, coba lu main di emyu boro boro bakal dapet peluang",hate,not hate,hate
USER Nah kan betul sih prinsip dari bpk ali ini moso pbnu mau dikasih pengelolaan tambang batu bara gundulmu amoh ancur amburadul negara ini ga gitu penyelesaiannya kalo sdh masamu akan habis beberapa bulan lagi yo tobat saja agar rakyat semesta pemilik negeri ini tdk murka dodol,hate,hate,hate
USER Tonggomu kayak asu nder. Paling ntar juga bakal balik ke dia gimanapun caranya,hate,not hate,hate
USER Baliho Ora mutu babarblas... Menunjukkan Paslon 2.... Pekok dan Tolol,hate,hate,hate
USER Kurang mba ngatainnya. Cowok goblok matane picek gitu mba.,hate,not hate,hate
jancok br mau masak nugget tp gas nya abis😀😒😠,not hate,not hate,not hate
"Novi: ""Mau kemana Wat.. Nyari takjil rapih amat?""
Wati; ""Gue mau ke mall Nov.. Starbuck lagi ngasih minuman takjil gratis!""

Novi: ""Hahaha.. dasar umat pekok..! Paling kenceng teriak boikot, giliran dikasih gratis paling duluan."" https://t.co/BnJevICLd7",hate,hate,hate
USER ice breaking gundulmu dek😭 ya itu mbok pikir kecelup minyak tanah bisa bikin kamu ngembang kaya sekarang kah???,not hate,not hate,not hate
"Singgih itu atas dasar apa dia bilang dia memiliki hak untuk tidak mempertanggungjawabkan donasiannya? Uda pake lawyer kah dia? 😂

Hoalah pekokkkk pekok, orang kalo uda dibantu itu harusnya tau diri 😓",hate,hate,hate
"USER USER gendeng ni cewe, paling tolol diantara yg paling tolol",hate,hate,hate
jancok orang-orang kok SHSKSHSJJWALAJJS yaa :') cape banget,not hate,not hate,not hate
KEJEBAK DEMO MOBIL GUE LAH JANCOK,not hate,not hate,not hate
USER satu hari ini nyelesein 6 tugas dari 2 matkul apa ngga gendeng saya tiap weekend nugas terosss,not hate,not hate,not hate
"USER USER Cebong setress... Itu urusan negara bukan urusan anis... Pekok di piara, emng anis presiden si plongo kodok aj gk becus urus negaramu amburadul dasar cebong 🤑",hate,hate,hate
gua nunggu dr tgl 16 est sampe 19 laporan tgl 23 karna paket mulai diputer2 skg malah dibatalin seenak jidat. MAU LU APA COK USER JNT TANGERANG CILEGON JANCOK!!! https://t.co/v7RtNMGQHU,hate,hate,hate
"USER Gimana capresnya tidak gemblung, buzzernya saja pada gemblung semua, salah satu contohnya ya USER",hate,hate,hate
USER TAEK GW UDH NULIS PANJANG LEBAR LU TINGGAL MANDI,not hate,not hate,not hate
USER Gen Zonk diotaknya konten doank dasar pekok,hate,hate,hate
Tau gitu mending gausah nonton cape-capein doang su asu,hate,not hate,hate
USER Yg komen matane picek gak liat tu si Arya ampe keluar dari rumah dan menjauh dari Kunti kalau masih ngarep pasti Arya tinggal disatu rumah gak akan minggat dari rumahnya.,hate,not hate,hate
Ot9 matamu picek. Sape lu nyuruh member left grup? Ngapain dengerin fans toxic?,hate,hate,hate
USER tentara israhell kalo ga gendeng ya boti,hate,hate,hate
"sg ngoo sing cangkeme ombo"" kok bener kuwi pancen gelas sneneganky""",not hate,not hate,not hate
USER jancok aku lgsung g peduli sm kalian lewat ketikan doang ah bgst emg org org begini,hate,not hate,hate
"sumpah gedek banget ajg sama tobrut bgst, coba gada hukum ku bunuh ajg asu taik",hate,hate,hate
"USER USER USER Dasar goblok, ikut ormas cuma modal nderek pusat, pekok tenan",hate,hate,hate
pake duelist mah ngekill atuh bang jangan maunya disuapin kontol aja anjing babiii bikin emosi aja p USER rilet juga banh emang ni orang2 tolol cape banget gweh https://t.co/Hi8omf0UVj,hate,hate,hate
"USER kadang ngedu, yogjo, semarangan, mataraman, ngapak. wes sak kepengene cangkeme ae",not hate,not hate,not hate
Bukane kurang sabar cuman aku gak iso ndelok wong klemar klemer meh bendino di rewangi gak rumongso mentolo nguntal boto sak semene atiku cek luwih tatak maneh,not hate,not hate,not hate
"USER si paling di zolimi, matanya picek kali nih orang",hate,hate,hate
USER Yg ngamera juga pekok peyang!!!! Ngapain cuma ngamera???? Dasar goblokkk akut!!!! Lempar pakai Batu kek,hate,hate,hate
USER Bacot cap Taek sini gue ijek2 cocot lu,hate,hate,hate
USER Loh bukane udah gendeng ya 😅😅😅 kalo gandeng gandeng mah masih belum keliatan hilalnya 😅,not hate,not hate,not hate
USER USER tau lu digibrani....dasar mahasiswa pekok,hate,hate,hate
"Cen asu kok wong kae, ra due ati ancene. Dikiro ra loro ati po py sek oshi ne keli, keli terus wae dicaci, salah opo de'e cok??? Utekmu i lho nendi?? Raseneng yo matamu rasah ngematke juhhh! Gede tok uteke kosong. Cemen su wani ne ro wedokan, isih sekolah meneh👎👎👎",hate,hate,hate
USER Duo MUKIDI SONTOLOYO dan PENCULIK BIADAB itulah BANGSATnya https://t.co/uNJn9MrtfR,hate,hate,hate
USER USER Kau tau nya cm kebencian Mana tau soal anggaran Taunya benci doang Otak itu kl isi nya kotoran Ya yg keluar dari congor pun ya kotoran lah,hate,hate,hate
"USER USER Palak kau mampus, kl cinta kali kau sm isriwil kasih tanah kau sama mereka!!!! Dasar jionis pekok penghianat Bpk Proklamator!!!",hate,hate,hate
Gila makin hari pershiperan makin gila apalagi sekte 😭 ini udah parah banget bigshit anjing kapan sih lo bertindak becus ngurusin soal jm?? anjing agenshit gendeng fak kata gue teh 😭,hate,hate,hate
Bener bener setaun badjingannnnnnnnnnnnnnnnnnnn asu asuuu,not hate,not hate,not hate
"USER USER Dasar simbokne ancok
Keat umbam
Teles ketep
JANCOK jaran sak dokare",hate,hate,hate
"USER GOBLOK YA LO ANYING DDN, EMANG COWOK KONTOL KAU TAI FUCEKKKKKKKKKKKKKKKKKKKKKKKK",hate,hate,hate
"buset, jay sama si onoh beda jauh anjir, mata u picek ap gimana dah",hate,hate,hate
USER USER Paman Usman dah Kena tendang gara2 Ketidak adilan itu ko Masih Picek wae Matane,hate,hate,hate
"Pemain uzbek emng bagus tapi banyak drama jancok memang, dasar pensil inul. Tapi keputusan wasit + drama uzbek bikin rugi pemain indo, pemain indo jadi gak pede buat duel karna si uzbek kek pensil inul, kejegal dikit aja sampe salto 10meter.",hate,hate,hate
sumpah sakit hati pdhl dia udh tau tp tetep dilanjutinya anjing banget emg jancok asu,hate,hate,hate
"USER wana bajunya ke tai ijo kebo, terus badan nya engga banget sebagai tentara, terus bagusan seragam pemuda pancasila daripada ini. sama mau nanya satu ko pinggang bokong pantatnya gede? apakah mereka pake PAMPERS",hate,hate,hate
USER disini aja gua mah lu yg kemana aja asu,not hate,not hate,not hate
"USER Saya mencium bau jengkel alias mangkel dari simbah. Rodok mandiri sithik, parani seng nyenggol2 utowo maido njenengan, pepetne tembok trus idoni cangkemE mbah 😅",not hate,not hate,not hate
Sinyalku bosok banget abis ujan gede :3,not hate,not hate,not hate
USER marilah 😠 seluruh 🤓 wedus 🥶 berkaki 🥵 sikil 😱 nglempiti 🤥 klambine 😁 Mariyadi 😏 😰 (ha'e ha'e) 😋 Mariyadi 😖 botak 🤭 kinclong 🥺 marai 😭 ngakak 🤣 diketak 😇 nggenah 🤩 wes 😥 mesti 🥰 penak 🥳 hehh 🤯,hate,not hate,not hate
"USER jogetnya 5 menit, istirahatnya 5 minggu... emang gemoy sih, gemblung letoy!🤭🤭🤭",hate,hate,hate
Oktober - November selalu kontol dari tahun kmrn.. Veryy naiisssuu!! Bye,not hate,not hate,not hate
"goblok anjg duit banyak drpd buat fansign mending buat beli otak, dasar tolol, caper lu gak banget anjg, gw doain hari lu berat terus anak setan
*je lu minimal teriak jancok lah",hate,hate,hate
Untung aku lilith bukan silit,not hate,not hate,not hate
"Sekalian aj tuh Linmas juga datangin dari luar negeri 😡

Dasar menteri pekok bin goblok anjing..... 
Cukup yak cukup rakyat jangan kamu jajah dan kau bodohi T🐷L🐕",hate,hate,hate
"Mantep kak! Jancok banget si mbah, emang pekerjaan rumah tangga bukan tanggungjawab perempuan doang tapi basic hidup. Dasar. Semua orang juga kudu bisa. Emang kenapa laki-laki nyapu? Ga jelas pikirin si mbah. Kolot.",hate,hate,hate
"USER USER USER Hahhh? Uda picek ,jele pulak lakinya? Bener bener",hate,hate,hate
USER Pengikut baru orde sontoloyo bajingan tolol ya kau,hate,hate,hate
"USER buseeett skrg jadi 13,3 % .. mkmkmkmkmk 🤣udah oon, skrg picek pula.. diborong semua mba itu oon ? sisain buat calon wakil nya",hate,hate,hate
"USER sayang der gak kentu, udah kentu aja gak papa hamil nikah 😅 pertnyaan kontol harus dijawab dgn benar 🤭",not hate,not hate,not hate
"USER oh, udah gendeng ta 😭😭 kirain masih seprapat gendeng 😭😭😭 okehhh bhaiqqqq, akan hamba pantauuuu 😭😭😭",not hate,not hate,not hate
"Dia tu berapa kali ya keciduk main dating apps, i think 3/4. Gendeng jg sy yach dah segitu banyaknya masi w maafin",not hate,not hate,not hate
USER USER Cok gendeng istrinya begini kok pelakornya kek nenek sihir anjoy🥹 muka pelakornya kek muka gapernah tidur di ewe trs🤣,hate,hate,hate
USER USER USER apa coba kaitannya sama Zionis. gendeng,hate,not hate,hate
tweet horror lewat tl emang kontol,not hate,not hate,not hate
USER Dasar orang pekok...!!gak ngerti sejarah asbun aja ..,hate,hate,hate
Kemaren marah-marah sampe ngatain Lisa. Sekarang kesenengan liat LISA yg katanya dating. Dasar fans jadi-jadian. Shipper jancok. Lilies celeng anjing🖕,hate,hate,hate
"USER USER Israel membunuh jutaan bayi dan perempuan pemilik sah tanah sejak mereka diterima menjadi tamu dipalestina , matamu picek apa ketutup tinja ?",hate,hate,hate
"USER Justru elu yg koplak hahah minimal punya literatur baru ngomong wahabi,ilmu gak ada sok'an ngatain,dasar pekok",hate,hate,hate
"USER Standarisasi Tidak bekerja Baik menurut Seorang Heru Budi apa ya??Sebelum memindahkan ASN..pastikab dulu IKN sudah dapat berfungsi.sebagai Pejabat publik Heru Budi harus Bekerja yg bijak,Jangan Andalkan Congor aja",hate,hate,hate
"USER Salah jalur yg berakhir motong jalanku kek jancoookkkk wong gendeng""""",hate,hate,hate
Begitu percaya alien IQmu langsung jadi 30 kayanya Apaan bandingin silit ama footage templet stock vfx https://t.co/CBFwWoG2Wh,hate,hate,hate
"USER Benarlah manusia yg sprt Cak Imin, bertaubat &amp memperbaiki diri. Bukan kyk elu yg berubah jd lbh buruk &amp lbh dungu dp Keledai. Catatan Congor busuk elu itu banyak, jd sebaiknya elu itu nggak usah nyerang² org.",hate,hate,hate
"USER kmu kok kulitnya ga putih kaya mamamu, jelek"" ""Nyusahin aja bisa nya"" ""Lu hidup dari kecil udh di kasih enak,masih ngiri sama kakak"" Tai luhk ga tau aja kehidupan gue yg sebenernya asu""",hate,hate,hate
"Padahal aku disini roam sih, tapi bisa kill banyak, emang ARLOT soal sing sing sing ngising paling gg sih 🤣 https://t.co/AoL7N5HicP",not hate,not hate,not hate
Grgr pendemp bajingan aku telat malan dan berakhir di rs bangsat bajingan demo tai anjing https://t.co/1UTS6vxx19,hate,hate,hate
Hahhh apaan dah kok gue tbtb ngetweet?? Padahal kagak ngetweet samsek anjir ini gmn jancok https://t.co/hKLO4C5Pv8,not hate,not hate,not hate
Kamu itu manusia macam telek yang nyata,hate,hate,hate
ajg y. padahal kemarin gw br aja g percaya. tapi ternyata jancok kontol. harusnya kemarin tweet ini g lewat di tl gw,not hate,not hate,not hate
USER USER klo mata dan hati sdh buta klo di tunjukin bukti poto sejelas ini juga ga bakalan bisa lihat.... #cebong picek,hate,hate,hate
"Galucu kontol sumpah ngentot, sekolah negeri isinya orang tolol semua muridnya ngentot memek kontol niretika",hate,hate,hate
"umur gue masih baru aja ganti angka depannya bulan lalu, jangan gendeng dulu plisss",not hate,not hate,not hate
USER TUWEK GOBLOK JANCOK DASAR CABUL.. PATENONO AE WONG MODEL IKU.. HALAL DARAH E,hate,hate,hate
"Gua nanya temen gua W: dimana lu T: barber, lu dimana? W: sama siapa lu? Lg di tempat temen gua deket barber T: yaudah sini ada gua doang Pas gua sampe dia malah lg ngobrol sama pelatih bola anaknya asu bgt emg gua dikacangin",not hate,not hate,not hate
"Baca di IG story salah satu selebgram, ada salah satu temennya cerita kl tas chanel nya disita sama bencuk jancuk. Kl mau ditebus hrs nunjukin bukti pembelian di indonesia. Dasar bea maling!!",hate,hate,hate
busettt cape juga ya ngadepin orang insecure yg butuh validasi tapi selalu ada tapi tapi tapi kirik nanti gue iyain marah hadeh maunya apa,not hate,not hate,not hate
USER mjb pasti bekas garuk silit,not hate,not hate,not hate
"DOA WONG KANGEN "" Allahuma ini Adem Ayem Yen Ora ketemu dadi KANGEN, Yen ketemu dadi NGALEM Yen kelingan MESEM - MESEM Yen Weruh Rasane MAREM Yen Di Sanding Rasane ADEM Yen Di tinggal Dadi ANGEN - ANGEN Sing Dungo Wong Gendeng Sing moco tambah Nemen Sue - sue Edan Bareng 🤣""",not hate,not hate,not hate
"USER Dulu mereka oke2 saja dengan pencalonan Gibran sebagai Cawapres, bahkan terkesan meledek, sekarang terkaing2 menolak Gibran, dasar pekok

https://t.co/XJtxDT5Hrd",hate,hate,hate
USER USER Hbis baca ini si tua pekok langsung mundr dari pencalegan 🤣🤣,hate,hate,hate
knp sih dream gak dateng gue pikir karna SM ada masalah internal sama bunda tapi kok new team malah hadir oalah jancok,not hate,not hate,not hate
"USER The one and only yg memutus kemenangan red bull lah, si jaran kepang",not hate,not hate,not hate
"USER USER mang jancuk tau hhhh
dasar anak aidit ddengkot pki",hate,hate,hate
JANCOK INI YG NGEROKOK DI TW LU MINIMAL PAS MASUK TEMPAT BER AC PAKE PARFUM ANJG BAU ROKOK LU TUH GANGGU NGENTTTTT0000TTTT,hate,hate,hate
"USER Hoaks lagi dasar otak tai,pekok lagi",hate,hate,hate
JANCOK GW MERINDING YP GW PENASARAN,not hate,not hate,not hate
"USER Lah apa urusnnya dengan pak Jokowi?, sidang gugatan  di MK itu sengketa masalah hasil pilpres. Dengan tergugat adalah KPU, ngapain pak Jokowi dibawa bawa, dasar den bokep dan wan bacot  pekok.😂😂😂",hate,hate,hate
"USER Eh, Kepala Batu DONGOK! ANJING BUDUK!!! Baca nih, kalo mata lo ga PICEK! Siapa itu yg memegang KEKUASAAN! ASU goblok kebanyakan NGEGONGGONG lo! https://t.co/EGumtPu8wE",hate,hate,hate
"USER Emang gak bisa ya nunggu sampai panen dulu selesai ?
Pemilik lahan dan aparatnya goblok gak bermoral, dasar jancuk !!!",hate,hate,hate
USER USER Yang salah matamu!! Matane picek sek goblok jancok!,hate,hate,hate
"Ni rezim memenangkan pilpres yg kasusnya penuh kontroversi aja berani &amp; tegas, mosok cuma utk kasus kebebasan beribadah ndak pernah selesai2.. dasar rezim jancuk...",hate,hate,hate
USER Memohon mohon... Congor mu hut... 🤣takut rungkadd dan tekor bandar ya.,hate,hate,hate
USER USER USER Itulah kerjanya anjing-anjing milik sontoloyo bisanya hanya memfitnah lawan politik yang mampu bekerja baik utk Rakyat dan Indonesia.,hate,hate,hate
"USER moralnya CUMAN buat 1 spesifik negara doang"" congor lu gampang banget mangap USER Lu bilang CUMAN? CUMAN? Kalo adek, kakak, ortu lo yang mati, terus polisi ngebebasin yg nabrak ""cuman mati ketabrak doang mbak!"" Gmn rasanya?""",hate,hate,hate
"USER Preeettt bawa2 hasud.merasa terdzolim padahal dianya yg dzholim.merasa di fitnah pdhl dianya yg tukang fitnah dasar mulut munafiq.sini klau mau mnjdi orng rusak saya ajari tpi rusak sj diri sendiri,ngk usah ngajak2 orng lain JANCOK KOEEEE",hate,hate,hate
ancen dasar seko owner tekan pemain pekok kabeh dadi siji yo USER  jenenge,hate,hate,hate
"iki gendeng cok, fancam belom lewat di tl, ayo post dong orang jp yang nonton",not hate,not hate,not hate
USER Ini ga ada yg tau muka2 bocah kriminal suka bully ini gakkk??? Gendeng anjir bocah sekarang,hate,not hate,hate
USER Gimana caranya kontol gamasuk ke memek bisa hamil ? Mikir apa dikit,hate,hate,hate
"Bohong bgt ga ada ordal ya anjink, dasar dlyn dlyn jancok, 2 orang itu ga pernah ikut apa apa plonga plongo ga berpotensi malah masuk divisi acara?? MENDING TEMEN GUE YA ANJING, BANGSATTTT",hate,hate,hate
"USER USER Apasih jancok yang bikin artnya sama ya, belom tentu isi mv sama dasar telek lencong",hate,hate,hate
Ini kalo Gubernur nya masih Anies ribut 7hari 7malam non stop terutama dari Partai Sontoloyo Indonesia.,hate,hate,hate
"SHIP GW NGGA JALAN JANCUK
DASAR ESTHER",not hate,not hate,not hate
USER USER USER Hahha netizen indo ini kdang gendeng kdang Oneng kdang kiding Lgi bagus di puja puja gntian Lgi menurun semua hewan di kebun binatang keluar semua,hate,not hate,hate
"USER but what's with javanese trying to be sundanese when you hv a perfectly nice asu jancuk without having to resort to anying 🙈
btw ntar klo dikasi tau buat selow aja pada bilangnya ""ih gak namanya juga jokes. masa gak ngerti jokes?? dasar boomer"" 🤪",not hate,not hate,not hate
"Stop mention sbp lah anjir elu aja ngomongin win cuma pas cuma mau ngebadutin bw doang jancok, liat tuh akun lu ngasih selamat buat achievement win aja kaga ngehype trailer BN juga engga. Dasar gay fetishizer",hate,hate,hate
USER Peluang emas ndasmu sempal...! Passing aja blepotan kacrut kayak gitu looo...,hate,hate,hate
"gue kudu percaya sm cowo mana lg dh, banyak bgt pada diselingkuhi, CEWE OR COWO YG DEMEN SELINGKUH EMANG DASAR PEKOK LU",hate,hate,hate
"Gua syok bgt ngeliat member ssera garuk silit difancam, pas nengok ternyata.. anj😭😭""",not hate,not hate,not hate
USER LO NGETIK APA SIH ANJG BOCAH GENDENG,hate,hate,hate
"USER duh anj, gini doang ngakak asu",not hate,not hate,not hate
GETO GUA DIBILANG KADAL? SUGURU GUE? KADAL? MATA LO PICEK APA GIMANA BJIR,hate,hate,hate
USER USER Dasar Sok TAU....lambemuuuu pekok !! Ke Israel aja ente belon pernah pake narasi pembodohan ! Woiiii loe BALIK aja jaman BATU gak pake INTERNET MEDSOS BUATAN YAHUDI...masih aja twitter an..gak malu !! MUSLIM di Israel itu kedua terbesar...LOE PAHAM GAK? Gemblunk!!,hate,hate,hate
AWOKAWOK YG BILANG ERA SOLOS BANGTAN FLOP MAJU LO ANJENG GUE TEMPELIN ACHIEVEMENT NYA KE CONGOR LO BUAKAKAKAKAK,hate,not hate,hate
"USER USER USER USER Jancok dijogo nek ngomong, di cekel polisi atas dasar fitnah kapok kon",hate,not hate,hate
USER Oalah temenan nya ama Garong Kabir  kere  Ahlaq dasar Jancuk,hate,hate,hate
USER Begok.. Yen..kau apa gak tau bapakmu dulu dikudeta sama mega ?? Dasar pekok anak2 gusdur !!!,hate,hate,hate
"USER Emang picek matanya, buta hatinya",hate,hate,hate
"Atau ga gw tulis pake c++ ajalah jancok smstr 1 yg diajar c++, smstr 2 phyton. Ga ada dasar-dasarnya juga kontol",not hate,hate,hate
"Mana ini cewe lambe lamis yg dulu bilang scoups boong, sakitnya dilebay2in manaa.. mau ku cabein mulutmu sampek jontor, sampe gak bisa buka lg tu mulut. Sick!",hate,hate,hate
"USER Dan temen yang sering nebeng + nggk bisa bawa motor ngomong kok belang? kan cuma dirumah"" kek asu bgt""",hate,not hate,hate
jancok hampir mati gara² didorong ampe duduk ke bagian dasar pas di arus kenceng,not hate,not hate,not hate
USER cah gendeng kalo luhk mah?😀,not hate,not hate,not hate
